Year, city1                                  , city2                                  , nsmiles, fare
2024, "Columbus, OH"                         , "Las Vegas, NV"                        ,    1771, 232.03
2024, "Columbus, OH"                         , "San Francisco, CA (Metropolitan Area)",    2120, 227.9
2024, "Columbus, OH"                         , "Miami, FL (Metropolitan Area)"        ,     990, 192.32
2024, "Columbus, OH"                         , "Los Angeles, CA (Metropolitan Area)"  ,    1995, 332.37
2024, "Columbus, OH"                         , "Tampa, FL (Metropolitan Area)"        ,     829, 199.07
2024, "Columbus, OH"                         , "Sarasota/Bradenton, FL"               ,     869, 230.74
2024, "St. Louis, MO"                        , "Washington, DC (Metropolitan Area)"   ,     738, 243.39
2024, "St. Louis, MO"                        , "Tampa, FL (Metropolitan Area)"        ,     869, 228.46
2024, "Myrtle Beach, SC"                     , "Washington, DC (Metropolitan Area)"   ,     399, 174.38
2024, "Myrtle Beach, SC"                     , "New York City, NY (Metropolitan Area)",     601, 125.15
2024, "Jacksonville, FL"                     , "Phoenix, AZ"                          ,    1786, 356.39
2024, "Jacksonville, FL"                     , "Washington, DC (Metropolitan Area)"   ,     663, 223.01
2024, "Jacksonville, FL"                     , "New York City, NY (Metropolitan Area)",     858, 204.35
2024, "Jacksonville, FL"                     , "San Francisco, CA (Metropolitan Area)",    2366, 260.67
2024, "Jacksonville, FL"                     , "Miami, FL (Metropolitan Area)"        ,     335, 138.71
2024, "Jacksonville, FL"                     , "Los Angeles, CA (Metropolitan Area)"  ,    2153, 359.68
2024, "Jacksonville, FL"                     , "Norfolk, VA (Metropolitan Area)"      ,     546, 199.61
2024, "Dayton, OH"                           , "Washington, DC (Metropolitan Area)"   ,     406, 308.88
2024, "Detroit, MI"                          , "Phoenix, AZ"                          ,    1671, 315.8
2024, "Detroit, MI"                          , "Washington, DC (Metropolitan Area)"   ,     409, 200.62
2024, "Detroit, MI"                          , "Houston, TX"                          ,    1092, 274.32
2024, "Detroit, MI"                          , "New York City, NY (Metropolitan Area)",     540, 189.78
2024, "Detroit, MI"                          , "San Francisco, CA (Metropolitan Area)",    2079, 295.75
2024, "Detroit, MI"                          , "Miami, FL (Metropolitan Area)"        ,    1145, 234.4
2024, "Detroit, MI"                          , "Los Angeles, CA (Metropolitan Area)"  ,    1979, 336.47
2024, "Detroit, MI"                          , "Tampa, FL (Metropolitan Area)"        ,     983, 213.65
2024, "Des Moines, IA"                       , "Phoenix, AZ"                          ,    1150, 138.74
2024, "Des Moines, IA"                       , "New York City, NY (Metropolitan Area)",    1071, 243.05
2024, "Des Moines, IA"                       , "Miami, FL (Metropolitan Area)"        ,    1327, 209.07
2024, "Houston, TX"                          , "Pittsburgh, PA"                       ,    1131, 251.85
2024, "Houston, TX"                          , "Phoenix, AZ"                          ,    1020,  95.24
2024, "Houston, TX"                          , "Seattle, WA"                          ,    1894, 303.46
2024, "Houston, TX"                          , "Nashville, TN"                        ,     670, 211.15
2024, "Houston, TX"                          , "Washington, DC (Metropolitan Area)"   ,    1246, 211.4
2024, "Houston, TX"                          , "St. Louis, MO"                        ,     687, 218.23
2024, "Houston, TX"                          , "Jacksonville, FL"                     ,     817, 247.22
2024, "Houston, TX"                          , "Orlando, FL"                          ,     854, 188.53
2024, "Houston, TX"                          , "Minneapolis/St. Paul, MN"             ,    1057, 181.79
2024, "Houston, TX"                          , "New York City, NY (Metropolitan Area)",    1465, 353.29
2024, "Houston, TX"                          , "Las Vegas, NV"                        ,    1235, 214.18
2024, "Houston, TX"                          , "Indianapolis, IN"                     ,     861, 233.71
2024, "Houston, TX"                          , "San Francisco, CA (Metropolitan Area)",    1649, 274.15
2024, "Houston, TX"                          , "Miami, FL (Metropolitan Area)"        ,     966, 207.51
2024, "Houston, TX"                          , "Los Angeles, CA (Metropolitan Area)"  ,    1390, 258.4
2024, "Houston, TX"                          , "Lubbock, TX"                          ,     475, 210.58
2024, "Houston, TX"                          , "Louisville, KY"                       ,     803, 217.4
2024, "Houston, TX"                          , "Midland/Odessa, TX"                   ,     441, 195.0
2024, "Houston, TX"                          , "Sacramento, CA"                       ,    1624, 306.63
2024, "Houston, TX"                          , "Tampa, FL (Metropolitan Area)"        ,     787, 188.74
2024, "Houston, TX"                          , "Kansas City, MO"                      ,     666, 210.01
2024, "Houston, TX"                          , "San Antonio, TX"                      ,     192, 203.81
2024, "Houston, TX"                          , "Memphis, TN"                          ,     484, 180.87
2024, "Houston, TX"                          , "Omaha, NE"                            ,     804, 215.85
2024, "Houston, TX"                          , "Milwaukee, WI"                        ,    1004, 203.3
2024, "Houston, TX"                          , "New Orleans, LA"                      ,     305, 189.0
2024, "Houston, TX"                          , "San Diego, CA"                        ,    1313, 256.43
2024, "Houston, TX"                          , "Norfolk, VA (Metropolitan Area)"      ,    1209, 239.49
2024, "Houston, TX"                          , "Oklahoma City, OK"                    ,     419, 184.52
2024, "Houston, TX"                          , "West Palm Beach/Palm Beach, FL"       ,     956, 271.43
2024, "Houston, TX"                          , "Portland, OR"                         ,    1844, 248.57
2024, "Houston, TX"                          , "Philadelphia, PA"                     ,    1335, 243.36
2024, "Houston, TX"                          , "Raleigh/Durham, NC"                   ,    1050, 267.27
2024, "Houston, TX"                          , "Richmond, VA"                         ,    1166, 234.68
2024, "Houston, TX"                          , "Salt Lake City, UT"                   ,    1214, 278.92
2024, "Houston, TX"                          , "Tulsa, OK"                            ,     453, 194.46
2024, "Orlando, FL"                          , "Phoenix, AZ"                          ,    1849, 297.28
2024, "Orlando, FL"                          , "Washington, DC (Metropolitan Area)"   ,     787, 178.32
2024, "Orlando, FL"                          , "San Francisco, CA (Metropolitan Area)",    2446, 292.07
2024, "Eagle, CO"                            , "New York City, NY (Metropolitan Area)",    1746, 556.16
2024, "Eagle, CO"                            , "Miami, FL (Metropolitan Area)"        ,    1810, 535.78
2024, "Valparaiso, FL"                       , "Washington, DC (Metropolitan Area)"   ,     819, 262.43
2024, "Eugene, OR"                           , "Phoenix, AZ"                          ,     971, 103.23
2024, "Eugene, OR"                           , "San Francisco, CA (Metropolitan Area)",     471, 131.84
2024, "Eugene, OR"                           , "Los Angeles, CA (Metropolitan Area)"  ,     776, 137.4
2024, "Key West, FL"                         , "Washington, DC (Metropolitan Area)"   ,    1050, 357.05
2024, "Key West, FL"                         , "New York City, NY (Metropolitan Area)",    1229, 300.93
2024, "Fargo, ND"                            , "Phoenix, AZ"                          ,    1225, 178.48
2024, "Fresno, CA"                           , "Phoenix, AZ"                          ,     493, 256.28
2024, "Minneapolis/St. Paul, MN"             , "Phoenix, AZ"                          ,    1276, 143.98
2024, "Minneapolis/St. Paul, MN"             , "Washington, DC (Metropolitan Area)"   ,     936, 233.53
2024, "Minneapolis/St. Paul, MN"             , "New York City, NY (Metropolitan Area)",    1057, 253.06
2024, "Minneapolis/St. Paul, MN"             , "San Francisco, CA (Metropolitan Area)",    1589, 245.66
2024, "Minneapolis/St. Paul, MN"             , "Tampa, FL (Metropolitan Area)"        ,    1307, 153.13
2024, "New York City, NY (Metropolitan Area)", "Pittsburgh, PA"                       ,     375, 198.55
2024, "New York City, NY (Metropolitan Area)", "Tucson, AZ"                           ,    2142, 447.77
2024, "New York City, NY (Metropolitan Area)", "Phoenix, AZ"                          ,    2189, 284.94
2024, "New York City, NY (Metropolitan Area)", "Seattle, WA"                          ,    2422, 280.76
2024, "New York City, NY (Metropolitan Area)", "Washington, DC (Metropolitan Area)"   ,     234, 213.64
2024, "New York City, NY (Metropolitan Area)", "St. Louis, MO"                        ,     929, 270.9
2024, "New York City, NY (Metropolitan Area)", "Orlando, FL"                          ,     989, 184.42
2024, "New York City, NY (Metropolitan Area)", "Wilmington, NC"                       ,     522, 216.55
2024, "New York City, NY (Metropolitan Area)", "San Francisco, CA (Metropolitan Area)",    2608, 130.67
2024, "New York City, NY (Metropolitan Area)", "Sacramento, CA"                       ,    2521, 356.17
2024, "New York City, NY (Metropolitan Area)", "Tampa, FL (Metropolitan Area)"        ,    1055, 196.87
2024, "New York City, NY (Metropolitan Area)", "San Antonio, TX"                      ,    1624, 251.22
2024, "New York City, NY (Metropolitan Area)", "Omaha, NE"                            ,    1188, 292.69
2024, "New York City, NY (Metropolitan Area)", "San Diego, CA"                        ,    2481, 331.25
2024, "New York City, NY (Metropolitan Area)", "Norfolk, VA (Metropolitan Area)"      ,     318, 204.53
2024, "New York City, NY (Metropolitan Area)", "Oklahoma City, OK"                    ,    1381, 317.69
2024, "New York City, NY (Metropolitan Area)", "West Palm Beach/Palm Beach, FL"       ,    1056, 235.99
2024, "New York City, NY (Metropolitan Area)", "Portland, OR"                         ,    2482, 310.63
2024, "New York City, NY (Metropolitan Area)", "Palm Springs, CA"                     ,    2381, 434.24
2024, "New York City, NY (Metropolitan Area)", "Portland, ME"                         ,     284, 190.77
2024, "New York City, NY (Metropolitan Area)", "Raleigh/Durham, NC"                   ,     459, 174.15
2024, "New York City, NY (Metropolitan Area)", "Richmond, VA"                         ,     313, 244.84
2024, "New York City, NY (Metropolitan Area)", "Reno, NV"                             ,    2411, 385.66
2024, "New York City, NY (Metropolitan Area)", "Rochester, NY"                        ,     285, 169.91
2024, "New York City, NY (Metropolitan Area)", "Salt Lake City, UT"                   ,    2022, 392.81
2024, "New York City, NY (Metropolitan Area)", "Savannah, GA"                         ,     748, 190.53
2024, "New York City, NY (Metropolitan Area)", "Sarasota/Bradenton, FL"               ,    1069, 243.11
2024, "New York City, NY (Metropolitan Area)", "Syracuse, NY"                         ,     222, 150.17
2024, "New York City, NY (Metropolitan Area)", "Vero Beach, FL"                       ,    1000, 142.82
2024, "Fort Myers, FL"                       , "Phoenix, AZ"                          ,    1868, 343.03
2024, "Fort Myers, FL"                       , "Washington, DC (Metropolitan Area)"   ,     919, 252.79
2024, "Fort Myers, FL"                       , "Houston, TX"                          ,     861, 208.49
2024, "Fort Myers, FL"                       , "New York City, NY (Metropolitan Area)",    1102, 224.47
2024, "Fort Myers, FL"                       , "San Francisco, CA (Metropolitan Area)",    2481, 243.48
2024, "Fort Myers, FL"                       , "Los Angeles, CA (Metropolitan Area)"  ,    2238, 315.64
2024, "Flint, MI"                            , "Tampa, FL (Metropolitan Area)"        ,    1040, 134.74
2024, "Fayetteville, AR"                     , "New York City, NY (Metropolitan Area)",    1159, 345.16
2024, "Fayetteville, AR"                     , "Los Angeles, CA (Metropolitan Area)"  ,    1371, 304.74
2024, "Greenville/Spartanburg, SC"           , "Washington, DC (Metropolitan Area)"   ,     426, 193.27
2024, "Greenville/Spartanburg, SC"           , "New York City, NY (Metropolitan Area)",     643, 215.06
2024, "Grand Rapids, MI"                     , "Phoenix, AZ"                          ,    1574, 149.22
2024, "Grand Rapids, MI"                     , "Houston, TX"                          ,    1061, 297.74
2024, "Grand Rapids, MI"                     , "New York City, NY (Metropolitan Area)",     656, 223.11
2024, "Grand Rapids, MI"                     , "Miami, FL (Metropolitan Area)"        ,    1214, 211.23
2024, "Grand Rapids, MI"                     , "Tampa, FL (Metropolitan Area)"        ,    1044, 123.52
2024, "San Francisco, CA (Metropolitan Area)", "Seattle, WA"                          ,     696, 205.6
2024, "Greensboro/High Point, NC"            , "New York City, NY (Metropolitan Area)",     481, 185.96
2024, "Harlingen/San Benito, TX"             , "Houston, TX"                          ,     295, 125.99
2024, "Las Vegas, NV"                        , "Phoenix, AZ"                          ,     276,  58.0
2024, "Las Vegas, NV"                        , "Washington, DC (Metropolitan Area)"   ,    2106, 272.35
2024, "Las Vegas, NV"                        , "New York City, NY (Metropolitan Area)",    2282, 369.87
2024, "Las Vegas, NV"                        , "San Francisco, CA (Metropolitan Area)",     414, 149.6
2024, "Las Vegas, NV"                        , "Miami, FL (Metropolitan Area)"        ,    2174, 251.49
2024, "Las Vegas, NV"                        , "Los Angeles, CA (Metropolitan Area)"  ,     236, 161.75
2024, "Las Vegas, NV"                        , "Tampa, FL (Metropolitan Area)"        ,    1984, 262.58
2024, "Las Vegas, NV"                        , "Norfolk, VA (Metropolitan Area)"      ,    2154, 301.88
2024, "New Haven, CT"                        , "Tampa, FL (Metropolitan Area)"        ,    1067, 110.55
2024, "Indianapolis, IN"                     , "Phoenix, AZ"                          ,    1488, 285.0
2024, "Indianapolis, IN"                     , "Washington, DC (Metropolitan Area)"   ,     516, 210.57
2024, "Indianapolis, IN"                     , "New York City, NY (Metropolitan Area)",     701, 206.51
2024, "Indianapolis, IN"                     , "San Francisco, CA (Metropolitan Area)",    1943, 241.13
2024, "Indianapolis, IN"                     , "Miami, FL (Metropolitan Area)"        ,    1020, 190.11
2024, "Indianapolis, IN"                     , "Los Angeles, CA (Metropolitan Area)"  ,    1814, 264.37
2024, "Indianapolis, IN"                     , "Tampa, FL (Metropolitan Area)"        ,     840, 104.5
2024, "Jackson, WY"                          , "New York City, NY (Metropolitan Area)",    1894, 572.4
2024, "Jackson/Vicksburg, MS"                , "Washington, DC (Metropolitan Area)"   ,     888, 192.0
2024, "San Francisco, CA (Metropolitan Area)", "Tucson, AZ"                           ,     751, 203.43
2024, "San Francisco, CA (Metropolitan Area)", "Washington, DC (Metropolitan Area)"   ,    2457, 243.28
2024, "San Francisco, CA (Metropolitan Area)", "St. Louis, MO"                        ,    1735, 275.55
2024, "San Francisco, CA (Metropolitan Area)", "Spokane, WA"                          ,     742, 192.0
2024, "San Francisco, CA (Metropolitan Area)", "Tampa, FL (Metropolitan Area)"        ,    2393, 272.19
2024, "San Francisco, CA (Metropolitan Area)", "Santa Barbara, CA"                    ,     263, 161.2
2024, "Miami, FL (Metropolitan Area)"        , "Pittsburgh, PA"                       ,    1013, 180.88
2024, "Miami, FL (Metropolitan Area)"        , "Phoenix, AZ"                          ,    1972, 234.98
2024, "Miami, FL (Metropolitan Area)"        , "Seattle, WA"                          ,    2724, 312.56
2024, "Miami, FL (Metropolitan Area)"        , "Nashville, TN"                        ,     806, 172.35
2024, "Miami, FL (Metropolitan Area)"        , "Washington, DC (Metropolitan Area)"   ,     946, 189.02
2024, "Miami, FL (Metropolitan Area)"        , "St. Louis, MO"                        ,    1068, 245.57
2024, "Miami, FL (Metropolitan Area)"        , "Orlando, FL"                          ,     192, 115.26
2024, "Miami, FL (Metropolitan Area)"        , "Minneapolis/St. Paul, MN"             ,    1501, 228.68
2024, "Miami, FL (Metropolitan Area)"        , "New York City, NY (Metropolitan Area)",    1118, 195.61
2024, "Miami, FL (Metropolitan Area)"        , "New Haven, CT"                        ,    1126, 121.04
2024, "Miami, FL (Metropolitan Area)"        , "San Francisco, CA (Metropolitan Area)",    2585, 216.2
2024, "Miami, FL (Metropolitan Area)"        , "Sacramento, CA"                       ,    2552, 335.06
2024, "Miami, FL (Metropolitan Area)"        , "Tampa, FL (Metropolitan Area)"        ,     204, 135.81
2024, "Miami, FL (Metropolitan Area)"        , "San Antonio, TX"                      ,    1145, 191.79
2024, "Miami, FL (Metropolitan Area)"        , "Omaha, NE"                            ,    1393, 251.42
2024, "Miami, FL (Metropolitan Area)"        , "Milwaukee, WI"                        ,    1258, 220.94
2024, "Miami, FL (Metropolitan Area)"        , "New Orleans, LA"                      ,     675, 145.16
2024, "Miami, FL (Metropolitan Area)"        , "San Diego, CA"                        ,    2269, 249.02
2024, "Miami, FL (Metropolitan Area)"        , "Norfolk, VA (Metropolitan Area)"      ,     812, 164.79
2024, "Miami, FL (Metropolitan Area)"        , "Pensacola, FL"                        ,     530, 145.91
2024, "Miami, FL (Metropolitan Area)"        , "Worcester, MA"                        ,    1232, 194.76
2024, "Miami, FL (Metropolitan Area)"        , "Portland, OR"                         ,    2700, 271.59
2024, "Miami, FL (Metropolitan Area)"        , "Philadelphia, PA"                     ,    1013, 197.99
2024, "Miami, FL (Metropolitan Area)"        , "Raleigh/Durham, NC"                   ,     700, 164.38
2024, "Miami, FL (Metropolitan Area)"        , "Richmond, VA"                         ,     825, 162.57
2024, "Miami, FL (Metropolitan Area)"        , "Rochester, NY"                        ,    1203, 251.08
2024, "Miami, FL (Metropolitan Area)"        , "Salt Lake City, UT"                   ,    2088, 299.35
2024, "Miami, FL (Metropolitan Area)"        , "Savannah, GA"                         ,     440, 182.14
2024, "Miami, FL (Metropolitan Area)"        , "Syracuse, NY"                         ,    1217, 190.76
2024, "Miami, FL (Metropolitan Area)"        , "Tallahassee, FL"                      ,     402, 137.63
2024, "Los Angeles, CA (Metropolitan Area)"  , "Pittsburgh, PA"                       ,    2136, 346.26
2024, "Los Angeles, CA (Metropolitan Area)"  , "Tucson, AZ"                           ,     453, 225.48
2024, "Los Angeles, CA (Metropolitan Area)"  , "Phoenix, AZ"                          ,     370, 176.05
2024, "Los Angeles, CA (Metropolitan Area)"  , "Seattle, WA"                          ,     978, 209.2
2024, "Los Angeles, CA (Metropolitan Area)"  , "Nashville, TN"                        ,    1797, 268.86
2024, "Los Angeles, CA (Metropolitan Area)"  , "Washington, DC (Metropolitan Area)"   ,    2329, 309.41
2024, "Los Angeles, CA (Metropolitan Area)"  , "St. Louis, MO"                        ,    1592, 301.27
2024, "Los Angeles, CA (Metropolitan Area)"  , "Orlando, FL"                          ,    2218, 330.23
2024, "Los Angeles, CA (Metropolitan Area)"  , "Minneapolis/St. Paul, MN"             ,    1535, 295.77
2024, "Los Angeles, CA (Metropolitan Area)"  , "New York City, NY (Metropolitan Area)",    2510, 310.6
2024, "Los Angeles, CA (Metropolitan Area)"  , "Spokane, WA"                          ,     962, 244.94
2024, "Los Angeles, CA (Metropolitan Area)"  , "San Francisco, CA (Metropolitan Area)",     372, 171.1
2024, "Los Angeles, CA (Metropolitan Area)"  , "Miami, FL (Metropolitan Area)"        ,    2343, 291.93
2024, "Los Angeles, CA (Metropolitan Area)"  , "Louisville, KY"                       ,    1843, 314.8
2024, "Los Angeles, CA (Metropolitan Area)"  , "Sacramento, CA"                       ,     404, 175.42
2024, "Los Angeles, CA (Metropolitan Area)"  , "Tampa, FL (Metropolitan Area)"        ,    2158, 264.7
2024, "Los Angeles, CA (Metropolitan Area)"  , "San Antonio, TX"                      ,    1211, 284.67
2024, "Los Angeles, CA (Metropolitan Area)"  , "Memphis, TN"                          ,    1619, 411.99
2024, "Los Angeles, CA (Metropolitan Area)"  , "Medford, OR"                          ,     659, 116.44
2024, "Los Angeles, CA (Metropolitan Area)"  , "Omaha, NE"                            ,    1330, 279.74
2024, "Los Angeles, CA (Metropolitan Area)"  , "Milwaukee, WI"                        ,    1756, 262.14
2024, "Los Angeles, CA (Metropolitan Area)"  , "New Orleans, LA"                      ,    1670, 269.73
2024, "Los Angeles, CA (Metropolitan Area)"  , "Norfolk, VA (Metropolitan Area)"      ,    2371, 348.59
2024, "Los Angeles, CA (Metropolitan Area)"  , "Oklahoma City, OK"                    ,    1187, 307.6
2024, "Los Angeles, CA (Metropolitan Area)"  , "West Palm Beach/Palm Beach, FL"       ,    2330, 346.2
2024, "Los Angeles, CA (Metropolitan Area)"  , "Portland, OR"                         ,     859, 190.28
2024, "Los Angeles, CA (Metropolitan Area)"  , "Philadelphia, PA"                     ,    2402, 327.23
2024, "Los Angeles, CA (Metropolitan Area)"  , "Provo, UT"                            ,     569,  65.67
2024, "Los Angeles, CA (Metropolitan Area)"  , "Santa Rosa, CA"                       ,     433, 116.89
2024, "Los Angeles, CA (Metropolitan Area)"  , "Raleigh/Durham, NC"                   ,    2239, 311.68
2024, "Los Angeles, CA (Metropolitan Area)"  , "Richmond, VA"                         ,    2305, 335.39
2024, "Los Angeles, CA (Metropolitan Area)"  , "Reno, NV"                             ,     415, 157.79
2024, "Los Angeles, CA (Metropolitan Area)"  , "Salt Lake City, UT"                   ,     590, 236.87
2024, "Los Angeles, CA (Metropolitan Area)"  , "Tulsa, OK"                            ,    1283, 285.91
2024, "Louisville, KY"                       , "Phoenix, AZ"                          ,    1506, 311.84
2024, "Louisville, KY"                       , "Washington, DC (Metropolitan Area)"   ,     495, 175.65
2024, "Louisville, KY"                       , "New York City, NY (Metropolitan Area)",     699, 211.53
2024, "Louisville, KY"                       , "Miami, FL (Metropolitan Area)"        ,     910, 162.8
2024, "Louisville, KY"                       , "Tampa, FL (Metropolitan Area)"        ,     729,  85.16
2024, "Cincinnati, OH"                       , "Dallas/Fort Worth, TX"                ,     812, 247.8
2024, "Cincinnati, OH"                       , "Phoenix, AZ"                          ,    1569, 127.96
2024, "Cincinnati, OH"                       , "Washington, DC (Metropolitan Area)"   ,     430, 191.71
2024, "Cincinnati, OH"                       , "Houston, TX"                          ,     886, 206.51
2024, "Cincinnati, OH"                       , "New York City, NY (Metropolitan Area)",     626, 211.74
2024, "Cincinnati, OH"                       , "San Francisco, CA (Metropolitan Area)",    2036, 267.91
2024, "Cincinnati, OH"                       , "Miami, FL (Metropolitan Area)"        ,     948, 218.58
2024, "Cincinnati, OH"                       , "Los Angeles, CA (Metropolitan Area)"  ,    1900, 342.54
2024, "Cincinnati, OH"                       , "Tampa, FL (Metropolitan Area)"        ,     776, 105.51
2024, "Sacramento, CA"                       , "Washington, DC (Metropolitan Area)"   ,    2395, 351.76
2024, "Tampa, FL (Metropolitan Area)"        , "Washington, DC (Metropolitan Area)"   ,     842, 194.66
2024, "Tampa, FL (Metropolitan Area)"        , "Trenton, NJ"                          ,     955, 100.14
2024, "Kansas City, MO"                      , "Phoenix, AZ"                          ,    1044, 240.08
2024, "Kansas City, MO"                      , "Washington, DC (Metropolitan Area)"   ,     967, 262.77
2024, "Kansas City, MO"                      , "New York City, NY (Metropolitan Area)",    1148, 244.35
2024, "Kansas City, MO"                      , "San Francisco, CA (Metropolitan Area)",    1499, 306.3
2024, "Kansas City, MO"                      , "Miami, FL (Metropolitan Area)"        ,    1251, 272.31
2024, "Kansas City, MO"                      , "Los Angeles, CA (Metropolitan Area)"  ,    1363, 278.21
2024, "Kansas City, MO"                      , "Tampa, FL (Metropolitan Area)"        ,    1048,  94.75
2024, "San Antonio, TX"                      , "Washington, DC (Metropolitan Area)"   ,    1407, 295.37
2024, "San Antonio, TX"                      , "San Francisco, CA (Metropolitan Area)",    1482, 208.76
2024, "San Antonio, TX"                      , "Tampa, FL (Metropolitan Area)"        ,     972, 213.64
2024, "Memphis, TN"                          , "Phoenix, AZ"                          ,    1264, 305.59
2024, "Memphis, TN"                          , "Washington, DC (Metropolitan Area)"   ,     787, 226.41
2024, "Memphis, TN"                          , "New York City, NY (Metropolitan Area)",    1002, 304.66
2024, "Memphis, TN"                          , "Miami, FL (Metropolitan Area)"        ,     859, 222.89
2024, "Omaha, NE"                            , "Phoenix, AZ"                          ,    1037, 107.82
2024, "Omaha, NE"                            , "Washington, DC (Metropolitan Area)"   ,    1025, 307.43
2024, "Omaha, NE"                            , "Tampa, FL (Metropolitan Area)"        ,    1190, 106.95
2024, "Milwaukee, WI"                        , "Phoenix, AZ"                          ,    1460, 247.46
2024, "Milwaukee, WI"                        , "Washington, DC (Metropolitan Area)"   ,     641, 210.85
2024, "Milwaukee, WI"                        , "New York City, NY (Metropolitan Area)",     777, 188.91
2024, "Milwaukee, WI"                        , "Tampa, FL (Metropolitan Area)"        ,    1075, 246.73
2024, "Madison, WI"                          , "Phoenix, AZ"                          ,    1396, 271.24
2024, "Madison, WI"                          , "New York City, NY (Metropolitan Area)",     819, 218.78
2024, "New Orleans, LA"                      , "Phoenix, AZ"                          ,    1300, 291.41
2024, "New Orleans, LA"                      , "Washington, DC (Metropolitan Area)"   ,     998, 221.29
2024, "New Orleans, LA"                      , "New York City, NY (Metropolitan Area)",    1218, 227.94
2024, "New Orleans, LA"                      , "San Francisco, CA (Metropolitan Area)",    1911, 236.58
2024, "New Orleans, LA"                      , "Tampa, FL (Metropolitan Area)"        ,     488, 167.75
2024, "San Diego, CA"                        , "Washington, DC (Metropolitan Area)"   ,    2295, 322.43
2024, "San Diego, CA"                        , "San Francisco, CA (Metropolitan Area)",     447, 159.95
2024, "San Diego, CA"                        , "Tampa, FL (Metropolitan Area)"        ,    2087, 248.22
2024, "Norfolk, VA (Metropolitan Area)"      , "Orlando, FL"                          ,     662, 181.42
2024, "Norfolk, VA (Metropolitan Area)"      , "Tampa, FL (Metropolitan Area)"        ,     722, 160.29
2024, "Norfolk, VA (Metropolitan Area)"      , "San Diego, CA"                        ,    2330, 330.63
2024, "Pensacola, FL"                        , "Washington, DC (Metropolitan Area)"   ,     846, 243.36
2024, "Oklahoma City, OK"                    , "Phoenix, AZ"                          ,     833, 262.8
2024, "Oklahoma City, OK"                    , "Washington, DC (Metropolitan Area)"   ,    1180, 276.22
2024, "Everett, WA"                          , "Phoenix, AZ"                          ,    1133, 217.37
2024, "Everett, WA"                          , "Los Angeles, CA (Metropolitan Area)"  ,    1008, 210.08
2024, "Portland, OR"                         , "Washington, DC (Metropolitan Area)"   ,    2358, 342.81
2024, "Portland, OR"                         , "San Francisco, CA (Metropolitan Area)",     569, 180.54
2024, "Portland, OR"                         , "Tampa, FL (Metropolitan Area)"        ,    2497, 268.67
2024, "Philadelphia, PA"                     , "Phoenix, AZ"                          ,    2075, 383.11
2024, "Philadelphia, PA"                     , "San Francisco, CA (Metropolitan Area)",    2521, 235.9
2024, "Philadelphia, PA"                     , "Tampa, FL (Metropolitan Area)"        ,     920, 209.0
2024, "Palm Springs, CA"                     , "San Francisco, CA (Metropolitan Area)",     421, 192.42
2024, "Portland, ME"                         , "Washington, DC (Metropolitan Area)"   ,     493, 193.41
2024, "Bend/Redmond, OR"                     , "Los Angeles, CA (Metropolitan Area)"  ,     751, 125.04
2024, "Raleigh/Durham, NC"                   , "Washington, DC (Metropolitan Area)"   ,     255, 187.57
2024, "Raleigh/Durham, NC"                   , "San Francisco, CA (Metropolitan Area)",    2400, 250.41
2024, "Raleigh/Durham, NC"                   , "Tampa, FL (Metropolitan Area)"        ,     587, 176.53
2024, "Richmond, VA"                         , "Tampa, FL (Metropolitan Area)"        ,     731,  81.29
2024, "Reno, NV"                             , "San Francisco, CA (Metropolitan Area)",     192, 182.7
2024, "Rochester, NY"                        , "Washington, DC (Metropolitan Area)"   ,     296, 200.99
2024, "Rochester, NY"                        , "Tampa, FL (Metropolitan Area)"        ,    1079, 227.15
2024, "Salt Lake City, UT"                   , "Washington, DC (Metropolitan Area)"   ,    1865, 349.2
2024, "Salt Lake City, UT"                   , "San Francisco, CA (Metropolitan Area)",     599, 171.02
2024, "Salt Lake City, UT"                   , "Tampa, FL (Metropolitan Area)"        ,    1888, 343.86
2024, "Savannah, GA"                         , "Washington, DC (Metropolitan Area)"   ,     549, 190.99
2024, "Sarasota/Bradenton, FL"               , "Washington, DC (Metropolitan Area)"   ,     880, 214.99
2024, "Syracuse, NY"                         , "Washington, DC (Metropolitan Area)"   ,     298, 182.81
2024, "Syracuse, NY"                         , "Tampa, FL (Metropolitan Area)"        ,    1111, 136.11
2024, "Knoxville, TN"                        , "Washington, DC (Metropolitan Area)"   ,     464, 349.01
2024, "Knoxville, TN"                        , "New York City, NY (Metropolitan Area)",     665, 183.51
2024, "Knoxville, TN"                        , "Miami, FL (Metropolitan Area)"        ,     724, 148.69
2024, "Knoxville, TN"                        , "Tampa, FL (Metropolitan Area)"        ,     550,  95.65
